variables,metric,Z
slf_site_aloguinsan,0.8656597025995721,3.930614418216114
slf_site_none,0.8832800749564902,4.1015415495352965
slf_site_asturias,0.8726160459538252,4.072855460812039
slf_site_balamban,0.8719139234924991,3.82211542069614
slf_site_consolacion,0.8803674376014463,3.8552788563352967
slf_site_pinamungajan,0.8756331993527932,3.9594406310910806
slf_site_talisay,0.8758630546678868,3.7220346370100366
