variables,metric,Z
slf_site_aloguinsan,0.9995688975757254,5.387232392329163
slf_site_none,0.9994121780425691,5.341615279985833
slf_site_asturias,0.9992211262786663,5.486518056686373
slf_site_balamban,0.9991639542180653,5.384001064809709
slf_site_consolacion,0.9995600333945444,5.024893800881649
slf_site_pinamungajan,0.9992809266967853,5.237668116779722
slf_site_talisay,0.9993869044582145,6.164105783684084
