variables,metric,Z
slf_site_aloguinsan,0.9769026075453108,7.901748614611845
slf_site_none,0.9764413564293396,7.850236980245673
slf_site_asturias,0.9763813635420716,7.843786825888647
slf_site_balamban,0.9767531603768621,7.901668113493852
slf_site_consolacion,0.9769277888185851,7.872720751481794
slf_site_pinamungajan,0.9762675209406763,7.86327018708909
slf_site_talisay,0.9763841841576978,7.858223161700091
