variables,metric,Z
slf_site_aloguinsan,0.9996335114280033,6.671281135337823
slf_site_none,0.9997727193218694,6.666311207283975
slf_site_asturias,0.9997471762444184,8.319803694778761
slf_site_balamban,0.9997080131860644,8.804480435377947
slf_site_consolacion,0.9997327903799205,7.435828250128499
slf_site_pinamungajan,0.9996871412248634,8.732423452184042
slf_site_talisay,0.9998002935436494,7.434604798867949
